sample_id,wl_900,wl_905,wl_910,wl_915,wl_920,wl_925,wl_930,wl_935,wl_940,wl_945,wl_950,wl_955,wl_960,wl_965,wl_970,wl_975,wl_980,wl_985,wl_990,wl_995,wl_1000,wl_1005,wl_1010,wl_1015,wl_1020,wl_1025,wl_1030,wl_1035,wl_1040,wl_1045,wl_1050,wl_1055,wl_1060,wl_1065,wl_1070,wl_1075,wl_1080,wl_1085,wl_1090,wl_1095,wl_1100,wl_1105,wl_1110,wl_1115,wl_1120,wl_1125,wl_1130,wl_1135,wl_1140,wl_1145,wl_1150,wl_1155,wl_1160,wl_1165,wl_1170,wl_1175,wl_1180,wl_1185,wl_1190,wl_1195,wl_1200,wl_1205,wl_1210,wl_1215,wl_1220,wl_1225,wl_1230,wl_1235,wl_1240,wl_1245,wl_1250,wl_1255,wl_1260,wl_1265,wl_1270,wl_1275,wl_1280,wl_1285,wl_1290,wl_1295,wl_1300,wl_1305,wl_1310,wl_1315,wl_1320,wl_1325,wl_1330,wl_1335,wl_1340,wl_1345,wl_1350,wl_1355,wl_1360,wl_1365,wl_1370,wl_1375,wl_1380,wl_1385,wl_1390,wl_1395,wl_1400,wl_1405,wl_1410,wl_1415,wl_1420,wl_1425,wl_1430,wl_1435,wl_1440,wl_1445,wl_1450,wl_1455,wl_1460,wl_1465,wl_1470,wl_1475,wl_1480,wl_1485,wl_1490,wl_1495,wl_1500,wl_1505,wl_1510,wl_1515,wl_1520,wl_1525,wl_1530,wl_1535,wl_1540,wl_1545,wl_1550,wl_1555,wl_1560,wl_1565,wl_1570,wl_1575,wl_1580,wl_1585,wl_1590,wl_1595,wl_1600,wl_1605,wl_1610,wl_1615,wl_1620,wl_1625,wl_1630,wl_1635,wl_1640,wl_1645,wl_1650,wl_1655,wl_1660,wl_1665,wl_1670,wl_1675,wl_1680,wl_1685,wl_1690,wl_1695,wl_1700,oil_content
sample_023,0.4689435,0.47970393,0.4888638,0.49688768,0.5061361,0.51309067,0.52282184,0.53188735,0.5384786,0.5473373,0.5537571,0.5620068,0.5668443,0.57397014,0.5792607,0.5836456,0.5894175,0.59142077,0.5938313,0.5955778,0.59734917,0.6008785,0.5994248,0.5985363,0.5970294,0.5954557,0.59493244,0.5911581,0.5880385,0.58259356,0.578146,0.5735217,0.57058287,0.56470114,0.5582638,0.5527998,0.54558194,0.53863084,0.53402954,0.5258939,0.5207742,0.51129085,0.5052553,0.49924523,0.49097696,0.4847566,0.47870892,0.47232872,0.4644879,0.45863006,0.45451823,0.44766533,0.44246697,0.43749434,0.43021974,0.42559355,0.42226702,0.4188052,0.41595557,0.41107592,0.40592867,0.40461367,0.40038845,0.39789826,0.39475092,0.39088613,0.38928244,0.3897602,0.38697147,0.38407126,0.38523594,0.3826731,0.381453,0.3813473,0.37937313,0.38004676,0.379399,0.38040152,0.37814066,0.3805373,0.3793747,0.38204396,0.3797058,0.3796758,0.38051662,0.38166046,0.3846694,0.38275045,0.38385648,0.38660046,0.38739637,0.3839762,0.38615337,0.3865152,0.3881702,0.38755953,0.3864041,0.38901132,0.38887817,0.38876238,0.38878766,0.39053863,0.38964894,0.38865563,0.39154485,0.3912461,0.39223027,0.39345133,0.39487574,0.39618665,0.39779645,0.39734527,0.4021306,0.40119353,0.4022579,0.4057809,0.4056641,0.40737194,0.41073582,0.41266897,0.41242713,0.41551003,0.41662592,0.41485104,0.41596735,0.41670135,0.41352838,0.41538852,0.41654056,0.41491738,0.4136799,0.4142649,0.41258627,0.4103886,0.40833887,0.4095006,0.4063046,0.40564874,0.40428394,0.403879,0.40266874,0.4019893,0.40115252,0.39925912,0.39835328,0.39883685,0.39685565,0.3977247,0.39588618,0.3974951,0.3970457,0.39613533,0.39801428,0.39768934,0.39472628,0.39744955,0.3950012,0.39682928,0.39588225,0.3964375,0.39664742,37.36041
sample_024,0.31518698,0.31236932,0.31378084,0.31239447,0.3110032,0.3092005,0.30751276,0.30558044,0.30427375,0.30166152,0.29897845,0.29686612,0.29503912,0.29175222,0.2901248,0.28814867,0.28701374,0.2845886,0.28321722,0.28374404,0.28512383,0.2848283,0.28777462,0.29012224,0.29509476,0.29980883,0.30619332,0.3103858,0.3217921,0.32970858,0.33852273,0.3506028,0.36358577,0.37629318,0.39007416,0.40322012,0.4175395,0.43332237,0.44877243,0.46546942,0.4811811,0.49625632,0.51337624,0.52790326,0.5465841,0.5590351,0.5721475,0.58723533,0.6017386,0.6143943,0.6253774,0.636819,0.6462064,0.6558765,0.6646549,0.67050844,0.6784582,0.68541056,0.69128245,0.69323176,0.6990514,0.70133734,0.70301425,0.70476353,0.7044427,0.7050963,0.7028189,0.7004309,0.6990847,0.69602793,0.6922028,0.6879087,0.68126154,0.6757585,0.67097676,0.66491264,0.65785813,0.6504282,0.6426812,0.6352042,0.62812245,0.61964905,0.6101231,0.5998804,0.59288394,0.58147794,0.5727501,0.563684,0.55285835,0.54208523,0.5328346,0.5215133,0.5110898,0.49980164,0.48839125,0.4759886,0.46232986,0.45195374,0.43728447,0.424972,0.41038948,0.39813802,0.38376877,0.36902344,0.35431895,0.33916187,0.32419237,0.30952024,0.2941833,0.27993956,0.26769796,0.25311658,0.24258721,0.23017639,0.22146969,0.2113033,0.20444751,0.19991909,0.19678807,0.19268905,0.19253302,0.19491275,0.19331002,0.20029888,0.20529923,0.20927848,0.21907185,0.22631398,0.23697555,0.24639854,0.25759187,0.26748094,0.27936906,0.29085895,0.3038706,0.31114355,0.3217574,0.3319715,0.34088248,0.34963173,0.35684234,0.365823,0.37104815,0.3779852,0.38386765,0.38826784,0.3942062,0.3984241,0.4034125,0.40505257,0.4092316,0.408778,0.4116476,0.4144786,0.41460577,0.41610488,0.41758734,0.42003328,0.4197214,0.42130387,0.42256498,35.74225
sample_025,0.2865023,0.28538403,0.28489205,0.2836854,0.28085664,0.28016415,0.2775019,0.27447638,0.27085578,0.267618,0.2648814,0.25938073,0.25294363,0.24755931,0.24075502,0.2329301,0.22244854,0.21488918,0.20567444,0.19600473,0.18362802,0.17087235,0.16222945,0.15012956,0.13725755,0.12793602,0.11632304,0.10537661,0.096581295,0.08843304,0.080191694,0.074502766,0.06987339,0.064677775,0.06237421,0.060125694,0.062355172,0.062288616,0.06505482,0.06934746,0.07292172,0.077570766,0.08581836,0.09179049,0.09779528,0.106807254,0.11232915,0.1199708,0.12705706,0.12970005,0.13452643,0.14021763,0.14361404,0.14731084,0.15031616,0.15046358,0.14922418,0.1504058,0.1490642,0.14880674,0.14666168,0.14466304,0.14367771,0.14007914,0.13899876,0.13610421,0.13482863,0.13096899,0.1289236,0.12806994,0.12805356,0.12568876,0.12747301,0.12752058,0.13162638,0.13566369,0.1411634,0.14704032,0.15256172,0.16071023,0.17258592,0.1843597,0.19603842,0.21323073,0.22641425,0.24376023,0.2610671,0.27798718,0.29864714,0.3187771,0.33781692,0.35805923,0.37346953,0.3929202,0.40960544,0.42371088,0.43805626,0.44691432,0.45951772,0.46489707,0.46914834,0.47371402,0.47290877,0.4723166,0.47045425,0.46577668,0.4614382,0.45490992,0.4501033,0.4390778,0.4338362,0.42771977,0.41844133,0.41107357,0.40605688,0.40110832,0.39605704,0.39401495,0.39109728,0.38770324,0.39087942,0.39028963,0.3942688,0.39762458,0.40338618,0.40646094,0.41429898,0.42224696,0.4276803,0.43747318,0.44482172,0.4530751,0.46307385,0.47318903,0.4833255,0.4917241,0.49921727,0.50949216,0.52013874,0.5256737,0.53593826,0.5429593,0.54948694,0.55498475,0.5574122,0.56505835,0.566771,0.56702685,0.5706369,0.57110286,0.5721093,0.56971866,0.56704515,0.56478786,0.55986756,0.55668277,0.54820776,0.5419475,0.5361118,0.5288425,0.5226402,38.61396
sample_026,0.49992895,0.5093241,0.5216565,0.53225136,0.5419939,0.55351347,0.56706595,0.5776015,0.5892557,0.5984674,0.6100136,0.6176628,0.62708646,0.6306721,0.6343406,0.638531,0.6386148,0.6373724,0.63439965,0.6314491,0.62429017,0.61753064,0.60719186,0.59938556,0.5874503,0.5760023,0.56620175,0.55177927,0.5387154,0.5265367,0.516197,0.50472206,0.49321592,0.48312423,0.47476447,0.46753287,0.46001887,0.45356137,0.44860822,0.4486053,0.44260353,0.441569,0.44302496,0.44419545,0.4463311,0.44992256,0.45476827,0.46098495,0.46942613,0.4777865,0.4866875,0.49659717,0.50673616,0.5190844,0.53255916,0.54601485,0.5595284,0.575789,0.5866878,0.6033567,0.6165954,0.6324956,0.64468265,0.6575209,0.6694224,0.6786652,0.68988866,0.69997144,0.7066914,0.713354,0.7179962,0.7212028,0.7246236,0.72628665,0.72796196,0.7249623,0.72356033,0.71983564,0.7165177,0.70970106,0.70310676,0.6939757,0.6880967,0.6803956,0.6694613,0.65740234,0.6478978,0.63538265,0.62117946,0.6074276,0.59557295,0.58038116,0.56666094,0.5549896,0.54365176,0.526005,0.51899385,0.51047593,0.50001603,0.49449238,0.48805016,0.48433796,0.48106784,0.47943366,0.48150256,0.47601143,0.47674876,0.47221166,0.47252688,0.47021675,0.46714205,0.46348116,0.46014,0.45630187,0.45353302,0.44708672,0.4433847,0.43689808,0.4312675,0.42464343,0.42068297,0.41452914,0.41079837,0.40359166,0.39985716,0.39417928,0.39077565,0.38581908,0.38143697,0.37896454,0.3742114,0.3705728,0.36771956,0.36368725,0.362577,0.36045495,0.35680726,0.35441983,0.3526961,0.35166708,0.34971195,0.34964976,0.34974533,0.3450911,0.3439895,0.34272805,0.3423664,0.33997348,0.3400044,0.33882058,0.3377331,0.33772662,0.33705238,0.334277,0.33642128,0.3361051,0.33532265,0.3320638,0.33182412,0.3321016,0.33172086,31.053606
sample_027,0.3560236,0.35731423,0.35859427,0.35560566,0.3562898,0.3573199,0.35543457,0.3544805,0.35386246,0.35524398,0.35266846,0.352212,0.35331255,0.3506624,0.3513604,0.35116678,0.3499572,0.35091916,0.35138184,0.3502116,0.34995246,0.35088816,0.3490067,0.34883344,0.34927675,0.34697795,0.3472785,0.34735283,0.34927085,0.34571818,0.34550595,0.34563583,0.34320682,0.34468266,0.3451351,0.34475997,0.34516266,0.34283328,0.34402126,0.3432944,0.3410865,0.3398713,0.34093574,0.3400996,0.3406947,0.3412535,0.33932146,0.3388703,0.33883744,0.3388689,0.3374582,0.33683914,0.33716136,0.33496404,0.33550143,0.33149534,0.3326964,0.3325934,0.33035266,0.33020175,0.32935044,0.32644987,0.32704148,0.32701996,0.32367948,0.3237834,0.32180563,0.32175046,0.31908506,0.3172266,0.31435522,0.31411725,0.3143144,0.31164214,0.30872563,0.3076726,0.3066,0.30419955,0.30425143,0.30151886,0.29897484,0.29847708,0.2949701,0.29399806,0.2928419,0.2910711,0.28996563,0.28716585,0.28311712,0.28268233,0.28281802,0.27892986,0.278758,0.2764107,0.275071,0.2768609,0.27646035,0.27898288,0.2813114,0.28540155,0.28954,0.29437357,0.2995813,0.30704668,0.31441292,0.32100463,0.33014375,0.33907795,0.3492104,0.35645795,0.3639961,0.37285462,0.37654352,0.38134947,0.3836031,0.388151,0.38769013,0.38671625,0.38432047,0.37947604,0.37604892,0.36911592,0.36305943,0.35562304,0.3477963,0.33984643,0.33177269,0.3223752,0.31382403,0.30791137,0.3015016,0.2946201,0.28798196,0.2871026,0.27917853,0.27626282,0.2723457,0.27064854,0.26824957,0.26764834,0.2668131,0.26734707,0.26474434,0.26554388,0.265212,0.2674129,0.26853436,0.27031964,0.27047992,0.27163273,0.2738469,0.27514538,0.2744137,0.27711993,0.27954736,0.27966055,0.28197256,0.28216815,0.28221345,0.2835825,0.28693882,38.9459
sample_028,0.39819682,0.4002763,0.40281892,0.40530255,0.40874642,0.4137725,0.41498327,0.41884533,0.42555454,0.428786,0.4335747,0.4370024,0.44109574,0.44703516,0.45089465,0.45320407,0.46135062,0.46500668,0.46762815,0.47415677,0.47872156,0.4815984,0.4860106,0.49006206,0.49325296,0.49572727,0.50245154,0.50610435,0.5072405,0.5112802,0.51558393,0.52003765,0.5212915,0.52372736,0.5263388,0.5278415,0.5308046,0.5346203,0.5361144,0.5345351,0.5340878,0.5346306,0.5348592,0.53308475,0.52992743,0.5272281,0.52241564,0.5189344,0.5127959,0.5048834,0.49996036,0.49105096,0.48229185,0.47227073,0.46312758,0.45054248,0.44111368,0.42768788,0.41486603,0.402237,0.38793197,0.3732142,0.3576237,0.34575972,0.3295009,0.3160761,0.30047217,0.28841525,0.2727965,0.2616514,0.2489174,0.23942201,0.22944315,0.22369222,0.2177809,0.21289489,0.21221755,0.2118929,0.21229877,0.21779646,0.22183244,0.2263597,0.23534885,0.24253224,0.25367036,0.26393887,0.27516255,0.28483096,0.29661724,0.3091204,0.32019392,0.33130953,0.33897743,0.34938598,0.3600478,0.36852816,0.37603614,0.38701075,0.3916275,0.400556,0.40608793,0.41195145,0.418925,0.42426875,0.42720565,0.43416247,0.4385312,0.44487724,0.44902024,0.45229965,0.4565758,0.46069464,0.46207064,0.46496728,0.4692943,0.4702881,0.47073424,0.4742602,0.474535,0.47341943,0.47341135,0.47413602,0.4736536,0.47437257,0.4706644,0.46934673,0.468732,0.46405855,0.46163863,0.45753473,0.45618075,0.45174015,0.44695398,0.44103333,0.4381495,0.4311211,0.42677325,0.42248103,0.4167879,0.41230044,0.40549377,0.4009199,0.39682448,0.39046484,0.38594976,0.37787223,0.3739712,0.36940786,0.36587822,0.35939997,0.35713544,0.3530357,0.348235,0.34185794,0.3387771,0.33482203,0.33307528,0.32818455,0.3256061,0.3238933,0.31966168,36.217537
sample_029,0.47535557,0.4799116,0.48284453,0.48637974,0.49040413,0.49328753,0.4993846,0.50012225,0.5047029,0.50700575,0.50933444,0.50991905,0.51232165,0.51147366,0.51140887,0.50771254,0.509978,0.50620437,0.50474197,0.50046515,0.49745616,0.4941681,0.48933107,0.48578882,0.47968507,0.475874,0.47084466,0.46688393,0.46122873,0.45679727,0.45174208,0.4470692,0.44208017,0.43690637,0.43463874,0.42769524,0.42099184,0.41959965,0.41377348,0.40784553,0.4037748,0.39867148,0.3917189,0.38631752,0.38122198,0.37236142,0.36595497,0.3600548,0.35116652,0.34273693,0.3343566,0.32501325,0.31682274,0.30635875,0.2955797,0.28853682,0.27845013,0.26789212,0.2586585,0.25023112,0.24146344,0.23213044,0.22392899,0.21920584,0.21000135,0.2055467,0.20167334,0.19777475,0.19574705,0.19394924,0.19305761,0.19417672,0.1958531,0.19933695,0.20276654,0.20721513,0.21198794,0.2166528,0.2239274,0.23020923,0.2387645,0.24552576,0.25269905,0.2576529,0.2667223,0.2758368,0.28182498,0.28799313,0.29212844,0.30092013,0.30511498,0.31045613,0.31406018,0.32053402,0.32316643,0.32505208,0.32866836,0.3309291,0.33184618,0.3330871,0.33383572,0.33371666,0.33337867,0.33399013,0.33313656,0.33271846,0.33046135,0.32858336,0.3271526,0.32503003,0.32199636,0.31924865,0.31560913,0.31087762,0.30996886,0.3059798,0.30159864,0.2984389,0.29395974,0.28939205,0.28539783,0.2815156,0.27696642,0.2718859,0.26761898,0.2645212,0.2588021,0.25470763,0.25115764,0.24941202,0.24458575,0.24298145,0.23981442,0.23718716,0.23572111,0.23489694,0.23130746,0.23058277,0.23056701,0.23058344,0.23159616,0.23021387,0.2312288,0.23309796,0.2356634,0.235727,0.23976105,0.24093471,0.24414907,0.24716753,0.24784565,0.25298935,0.255801,0.25987056,0.26160222,0.26604035,0.267502,0.2700118,0.2727764,0.27753866,0.28021455,39.916348
sample_030,0.35498562,0.35504374,0.3556314,0.3549683,0.3546921,0.35476542,0.35436535,0.35343647,0.3543115,0.35366878,0.35165796,0.351662,0.35134652,0.34941486,0.34859848,0.34574696,0.3451801,0.3429246,0.3394134,0.33691382,0.3341855,0.33153296,0.32497934,0.31966895,0.31472912,0.30807987,0.3013438,0.29361284,0.2857795,0.27680865,0.26944962,0.26066288,0.24917257,0.24054143,0.23024356,0.21801251,0.20864603,0.19861048,0.18684019,0.17756836,0.17005272,0.1617744,0.15457794,0.14999086,0.14620632,0.14263216,0.13840392,0.13964891,0.14033869,0.14344434,0.14774221,0.15233605,0.15479171,0.16312835,0.1702612,0.17850469,0.18632995,0.19565795,0.20327161,0.21171893,0.22169536,0.2299889,0.23697291,0.2458488,0.25083324,0.2553764,0.26224592,0.26678202,0.27029186,0.27177832,0.2728124,0.27309728,0.27214223,0.27176568,0.26849216,0.2668601,0.26303408,0.25822178,0.25458285,0.2474546,0.2422586,0.2359921,0.23006311,0.2215622,0.2156466,0.20769139,0.19962868,0.19249853,0.18257867,0.1743139,0.1670818,0.15871029,0.15170667,0.14495516,0.13758126,0.12990457,0.12363696,0.11794462,0.11388222,0.10707324,0.10657037,0.10175925,0.1005411,0.097918205,0.09842918,0.09809832,0.10072717,0.10389803,0.10799471,0.113066584,0.12015814,0.12672776,0.13854448,0.14768712,0.15946434,0.17237653,0.18704274,0.20510468,0.22253945,0.24226806,0.26304945,0.28371468,0.30520716,0.32753217,0.35031477,0.37235022,0.39367956,0.41694033,0.4353026,0.454412,0.47299722,0.48780933,0.50182354,0.5115403,0.52157223,0.5262035,0.5295328,0.5301756,0.52913827,0.5248678,0.5199714,0.51299214,0.5038093,0.4926492,0.4809519,0.46895194,0.45632592,0.4447741,0.43196198,0.42221743,0.40989265,0.3984677,0.38836917,0.37977538,0.37229282,0.36356962,0.35690078,0.351017,0.3467872,0.34441134,0.3404386,40.387867
sample_031,0.325947,0.32700616,0.32866707,0.3288446,0.3357567,0.33713487,0.3426662,0.34786436,0.3547662,0.3639859,0.37202412,0.38073158,0.392732,0.40448543,0.4193448,0.43393373,0.4476496,0.46234867,0.4786876,0.49120966,0.5052269,0.51622283,0.5270274,0.53383476,0.53796047,0.5413502,0.54077786,0.5364433,0.53195584,0.52400935,0.5151693,0.5024443,0.48972052,0.47697014,0.46439552,0.45054635,0.43818763,0.42658967,0.41717082,0.4081645,0.40298006,0.39541352,0.3899987,0.387522,0.38707137,0.38714263,0.38820183,0.38937962,0.39367923,0.39775223,0.40076903,0.40541908,0.4107305,0.41427237,0.42152563,0.42717943,0.43209147,0.43657944,0.44052282,0.4440894,0.44749334,0.44987273,0.45215964,0.4530372,0.45303354,0.45396405,0.45357114,0.45010284,0.44734934,0.44631365,0.43929765,0.43722978,0.43377873,0.4281672,0.42362964,0.41730317,0.41396597,0.4085621,0.4050113,0.39889905,0.39345422,0.39052206,0.38565043,0.38200316,0.3796266,0.37642217,0.37352276,0.3709395,0.36799407,0.3676422,0.36610657,0.36503273,0.36381444,0.3647535,0.36408412,0.3624777,0.3625392,0.3634706,0.36371085,0.3630577,0.3639221,0.36405003,0.36528254,0.36555344,0.36572105,0.3681273,0.36856425,0.36949268,0.37163472,0.37128538,0.37252036,0.37403366,0.3749557,0.3773805,0.37776643,0.3807203,0.3805353,0.38388667,0.38570225,0.3885603,0.38967696,0.39184302,0.39565527,0.39609963,0.4009272,0.40388912,0.40536836,0.40884382,0.41138777,0.4146879,0.4185378,0.42153957,0.42617798,0.42829868,0.4325435,0.43551803,0.43895942,0.4412914,0.44635874,0.44732922,0.4521741,0.45439437,0.45808986,0.4590645,0.462788,0.4642102,0.46627283,0.4676028,0.46909106,0.46845496,0.47050622,0.4700499,0.4713996,0.4691293,0.46908122,0.46864775,0.46622232,0.4649532,0.46252105,0.46351853,0.46023586,36.229435
sample_032,0.34375414,0.34598106,0.34798986,0.34800988,0.3497937,0.35202432,0.35454023,0.35708088,0.3565068,0.3590275,0.36273184,0.36547104,0.3674793,0.36932504,0.37282428,0.37583372,0.38009474,0.3835234,0.3867587,0.39217332,0.39494318,0.3996694,0.40330818,0.40728867,0.41302213,0.41802993,0.42257828,0.42710057,0.435043,0.43945682,0.44384757,0.4502644,0.45570755,0.46053085,0.4664353,0.47358394,0.4779718,0.4851609,0.4887079,0.49447802,0.50075483,0.5038753,0.5119305,0.51393205,0.5173206,0.5214362,0.5246442,0.5277636,0.5304851,0.534756,0.5352574,0.53839767,0.5393417,0.5404782,0.539823,0.5395426,0.53969216,0.53679943,0.5358035,0.5329076,0.52838814,0.5263185,0.52114123,0.5150216,0.5082478,0.50041896,0.49327543,0.4848632,0.47455963,0.46661052,0.45489818,0.44381583,0.43235657,0.42046282,0.41185585,0.4013279,0.39223984,0.38285607,0.3771989,0.3723078,0.36658314,0.36333504,0.36049417,0.3580054,0.35901833,0.3579488,0.35544503,0.3557261,0.3549823,0.35220042,0.34851444,0.34462833,0.3385595,0.33232754,0.32404658,0.31450886,0.30383053,0.2949681,0.2858706,0.27787688,0.26698917,0.2620288,0.25886258,0.2554902,0.25523478,0.25719523,0.26273158,0.26707453,0.27576932,0.28423664,0.29195917,0.3006891,0.30777755,0.31501412,0.321163,0.32516673,0.32917705,0.32992506,0.32890388,0.3280045,0.32633552,0.3237419,0.3198991,0.31594947,0.3090354,0.3044958,0.29798418,0.29218477,0.28457603,0.2784819,0.27217162,0.2664347,0.2566144,0.25200438,0.24558282,0.23886538,0.23342581,0.22773409,0.2231855,0.21920408,0.21264401,0.21063437,0.20852882,0.20580447,0.20168018,0.2018281,0.20214011,0.20233545,0.20301287,0.20259547,0.20789818,0.21033211,0.21372187,0.21942031,0.22177547,0.23042639,0.23536205,0.24208897,0.24875242,0.25432104,0.26254416,37.776363
sample_033,0.3135052,0.3166475,0.31757048,0.3213988,0.3222665,0.3254163,0.3288287,0.3322208,0.3368756,0.341776,0.34741876,0.35156843,0.35380927,0.36057022,0.36772743,0.37420693,0.37893158,0.38564593,0.39484012,0.3994564,0.4080863,0.41466197,0.42408913,0.43125436,0.43887025,0.44646928,0.45581383,0.46288508,0.47162592,0.48054424,0.4871649,0.49438545,0.501144,0.5099289,0.51462305,0.52086914,0.52726287,0.5329141,0.538327,0.54245895,0.54553586,0.5484215,0.55198556,0.5534707,0.55713576,0.55774915,0.56013113,0.5606429,0.56059635,0.5611037,0.5615076,0.56156564,0.5592492,0.5561587,0.55884594,0.55637354,0.5538711,0.5524582,0.55096686,0.5485598,0.5460759,0.54445076,0.5434789,0.539688,0.53775555,0.5342602,0.5322481,0.5294374,0.5262773,0.5212407,0.5178019,0.5139151,0.50800127,0.5052565,0.49973935,0.4926718,0.4875666,0.48041514,0.473796,0.466918,0.4607726,0.45120758,0.44363138,0.43507954,0.42648202,0.41740948,0.40785396,0.39795122,0.38932037,0.3799098,0.36882833,0.35622412,0.34713143,0.33670953,0.32808042,0.3173047,0.30586782,0.29607892,0.2876421,0.27908048,0.26739135,0.2594758,0.24929394,0.24214354,0.23112388,0.22549798,0.2185989,0.2118994,0.20314473,0.19872835,0.19432612,0.18702364,0.17997208,0.17682625,0.17277321,0.16968502,0.16451542,0.16197918,0.15937339,0.15804729,0.15671696,0.15318733,0.15420088,0.15245906,0.15214612,0.1501226,0.15202683,0.15021268,0.15147129,0.15350062,0.1547252,0.1552541,0.15717198,0.15847707,0.16126713,0.16275015,0.16382402,0.16628833,0.17013176,0.17088474,0.17436138,0.17699271,0.17953804,0.182688,0.18759398,0.19136226,0.19314578,0.19682199,0.2023781,0.20609157,0.21098612,0.2168645,0.21876074,0.22304569,0.22703886,0.23184957,0.23819466,0.23984301,0.24737948,0.25270364,0.25545993,37.856983
sample_034,0.44975972,0.457694,0.46647683,0.47486058,0.48356226,0.49397054,0.5011689,0.5103061,0.51546264,0.5239437,0.5289597,0.53112125,0.53436595,0.53439873,0.5345095,0.53109264,0.526904,0.5217487,0.51609606,0.507905,0.49804625,0.48897815,0.47846457,0.46895775,0.4562785,0.44371793,0.43535334,0.420669,0.41232824,0.40126222,0.38789147,0.37938532,0.36706465,0.35684413,0.35001323,0.33802393,0.32758024,0.31693777,0.31051195,0.30089054,0.29185686,0.283321,0.27567342,0.2680047,0.2600155,0.25507888,0.24855222,0.24398859,0.24090299,0.2376919,0.24094684,0.24040781,0.24256052,0.24623883,0.25311473,0.26193023,0.27328196,0.28555468,0.2998267,0.31783718,0.33307368,0.35360938,0.3704587,0.39003703,0.41000745,0.4260038,0.44101408,0.45585862,0.46600828,0.47174865,0.47714946,0.47908232,0.478745,0.47233775,0.4650599,0.45797563,0.4481634,0.43789953,0.42580202,0.4142446,0.40104008,0.39126405,0.37955844,0.36747065,0.35666487,0.34903207,0.33484662,0.32645392,0.31570935,0.30510312,0.295927,0.28640103,0.27634695,0.26564297,0.25748137,0.24571878,0.23670425,0.22430518,0.21666148,0.20941159,0.20162661,0.1934526,0.18814561,0.18316546,0.17956628,0.17795216,0.17492048,0.17366557,0.17550966,0.1803199,0.18238956,0.18747367,0.19200352,0.20007682,0.20500214,0.2137249,0.22405648,0.23409243,0.24292609,0.25031853,0.261766,0.2717682,0.2792733,0.28903177,0.29668772,0.30688938,0.31159475,0.3195218,0.3268487,0.33221638,0.33652675,0.34076262,0.34370345,0.34977552,0.35285124,0.35415214,0.3590615,0.36074737,0.36130562,0.36204648,0.3623891,0.36520132,0.36469474,0.3648673,0.36621705,0.3686791,0.36696166,0.3664608,0.367909,0.36789536,0.3675992,0.36801234,0.36913967,0.36641598,0.3652092,0.36743814,0.3671114,0.36785737,0.36789176,0.36647817,0.36608115,39.41884
sample_035,0.29077393,0.2846981,0.2803002,0.2776004,0.2712037,0.2629472,0.26005912,0.25213224,0.24684092,0.23967513,0.23469006,0.22903062,0.22407964,0.21802975,0.21278304,0.20718946,0.20070447,0.19902919,0.19351959,0.19132003,0.18931375,0.18700515,0.18833154,0.18614307,0.18542865,0.18717633,0.18913887,0.19124876,0.19614697,0.19876371,0.20609504,0.20976867,0.2167164,0.22285861,0.22890866,0.23539339,0.24116059,0.24807964,0.25539806,0.26141807,0.26812714,0.27337575,0.280353,0.28581193,0.29015893,0.2927677,0.2970103,0.29827446,0.29928452,0.29992336,0.3007253,0.30304906,0.30041915,0.29814014,0.29740036,0.29733142,0.29320782,0.29050627,0.28705266,0.28316432,0.2817728,0.2791297,0.2737341,0.271641,0.26983747,0.26798865,0.26481527,0.2669917,0.262631,0.26129296,0.26268524,0.26197547,0.26304004,0.2626196,0.2624933,0.26648974,0.26652625,0.27164668,0.27440858,0.2768605,0.28068092,0.28355476,0.28444713,0.28850082,0.2918403,0.294288,0.29534835,0.29803053,0.2993653,0.30419597,0.3039076,0.3039156,0.30309272,0.3007278,0.29781783,0.29460755,0.28999075,0.28619248,0.28103355,0.2736606,0.26864427,0.26362512,0.25772247,0.2519278,0.24805705,0.242722,0.23854114,0.23916419,0.23949926,0.23705831,0.24390379,0.24537909,0.24889189,0.2560545,0.26136535,0.2686781,0.27530515,0.28335863,0.29239866,0.29775447,0.3056717,0.31395623,0.32003844,0.32340208,0.32943472,0.3316053,0.33439544,0.34001288,0.34255117,0.34331766,0.344399,0.34675777,0.3474766,0.34698904,0.34930694,0.34984025,0.3512314,0.35085753,0.34977004,0.3490055,0.35087064,0.35090312,0.35240218,0.35071695,0.35286263,0.35099515,0.34975946,0.35186273,0.3516684,0.3532824,0.35152847,0.351865,0.3518961,0.35433942,0.3524238,0.3531675,0.35432535,0.35334975,0.35285783,0.35372892,0.35180658,37.27775
